iso3,countryName,unicefRegion,whoRegion,gaviPhase2,birthsunpd_2012wpp,siunpd_2012wpp,wbShort,bcg_cov_wuenic,bcg_Reported,bcg_recomputed,dtp1_cov_wuenic,dtp1_recomputed,dtp1_Reported,dtp3_cov_wuenic,dtp3_recomputed,dtp3_Reported,hepb3_cov_wuenic,hepb3_recomputed,hepb3_Reported,hib3_cov_wuenic,hib3_recomputed,hib3_Reported,pol3_cov_wuenic,pol3_recomputed,pol3_Reported,pcv3_cov_wuenic,pcv3_recomputed,pcv3_Reported,mcv1_cov_wuenic,mcv1_recomputed,mcv1_Reported,rotac_cov_wuenic,rotac_Reported,yfv_cov_wuenic,yfv_Reported,dtp1_dtp3_dropout
LAO,Lao People's Democratic Republic,EAPRO,WPR,1,166080,157344,Middle income,65,65,77,68,82,68,49,59,49,49,59,49,,,,50,59,50,,,,41,49,41,,,,,28
LAO,Lao People's Democratic Republic,EAPRO,WPR,1,169806,161252,Middle income,61,61,73,68,79,68,57,66,57,57,66,57,,,,56,65,56,,,,48,56,48,,,,,16
LAO,Lao People's Democratic Republic,EAPRO,WPR,1,173519,165163,Middle income,56,56,62,59,64,59,50,55,50,50,55,50,,,,46,50,46,,,,40,43,40,,,,,16
LAO,Lao People's Democratic Republic,EAPRO,WPR,1,176645,168531,Middle income,68,68,73,73,76,73,61,64,61,61,64,61,,,,60,63,60,,,,52,55,52,,,,,16
LAO,Lao People's Democratic Republic,EAPRO,WPR,1,178922,171101,Middle income,67,67,64,76,71,76,67,63,67,67,63,67,,,,67,63,67,,,,59,56,59,,,,,12
LAO,Lao People's Democratic Republic,EAPRO,WPR,1,180275,172794,Middle income,72,72,97,81,96,81,74,96,74,74,96,74,74,96,74,76,96,76,,,,64,96,64,,,,,8
LAO,Lao People's Democratic Republic,EAPRO,WPR,1,180846,173732,Middle income,77,77,76,83,81,83,78,76,78,78,76,78,78,76,78,79,77,79,,,,69,67,69,,,,,6
LAO,Lao People's Democratic Republic,EAPRO,WPR,1,181015,174268,Middle income,81,81,81,87,87,87,79,78,79,79,78,79,79,78,79,78,77,78,,,,72,71,72,,,,,10
LBN,Lebanon,MENA,EMR,0,78167,75310,Middle income,,,,17,,,0,,,,,,,,,0,,,,,,0,,,,,,,100
LBN,Lebanon,MENA,EMR,0,77482,74698,Middle income,,,,20,,,2,,,,,,,,,4,,,,,,0,,,,,,,90
LBN,Lebanon,MENA,EMR,0,76560,73861,Middle income,,,,22,,,4,,,,,,,,,9,,,,,,1,,,,,,,82
LBN,Lebanon,MENA,EMR,0,75456,72852,Middle income,,,,22,,,4,,,,,,,,,6,,,,,,8,,,,,,,82
LBN,Lebanon,MENA,EMR,0,74227,71724,Middle income,,,,22,,,4,,,,,,,,,4,,,,,,16,,,,,,,82
LBN,Lebanon,MENA,EMR,0,72949,70552,Middle income,,,,40,,,17,,,,,,,,,17,,,,,,23,,,,,,,58
LBN,Lebanon,MENA,EMR,0,71704,69414,Middle income,,,,55,,,30,,,,,,,,,30,,,,,,30,,,,,,,46
LBN,Lebanon,MENA,EMR,0,70553,68367,Middle income,,,,71,,,46,,,,,,,,,46,,,,,,39,,,,,,,36
LBN,Lebanon,MENA,EMR,0,69542,67456,Middle income,,,,84,,,63,,,,,,,,,62,,,,,,48,,,,,,,26
LBN,Lebanon,MENA,EMR,0,68696,66707,Middle income,,,,92,,,79,,,,,,,,,78,,,,,,58,,,,,,,14
LBN,Lebanon,MENA,EMR,0,68031,66132,Middle income,,,,94,,,82,,,,,,,,,82,,,,,,61,,,,,,,12
LBN,Lebanon,MENA,EMR,0,67537,65726,Middle income,,,,95,,,86,,,,,,,,,86,,,,,,65,,,,,,,10
LBN,Lebanon,MENA,EMR,0,67151,65428,Middle income,,,,96,,,90,,,,,,,,,88,,,,,,76,,,,,,,6
LBN,Lebanon,MENA,EMR,0,66809,65175,Middle income,,,,97,,,91,,,,,,,,,91,,,,,,88,,,,,,,6
LBN,Lebanon,MENA,EMR,0,66464,64921,Middle income,,,,97,,,92,,,,,,,,,93,,,,,,88,,,,,,,6
LBN,Lebanon,MENA,EMR,0,66060,64609,Middle income,,,,97,,,93,,,,,,,,,93,,,,,,85,,,,,,,4
LBN,Lebanon,MENA,EMR,0,65545,64187,Middle income,,,,97,,,93,,,,,,,,,94,,,,,,85,,,,,,,4
LBN,Lebanon,MENA,EMR,0,64897,63633,Middle income,,,,97,,,92,,92,,,,,,,92,,92,,,,89,,89,,,,,6
LBN,Lebanon,MENA,EMR,0,64107,62933,Middle income,,,,95,,,89,,96,,,,,,,89,,96,,,,83,,91,,,,,6
LBN,Lebanon,MENA,EMR,0,63169,62083,Middle income,,,,92,,,86,101,94,86,92,86,,,,86,101,94,,,,77,86,99,,,,,6
LBN,Lebanon,MENA,EMR,0,62043,61043,Middle income,,,,90,46,93,83,40,90,83,32,70,,,,83,40,90,,,,71,36,90,,,,,8
LBN,Lebanon,MENA,EMR,0,60687,59769,Middle income,,,,88,49,95,80,39,93,80,38,70,,,,80,39,93,,,,65,61,90,,,,,10
LBN,Lebanon,MENA,EMR,0,59154,58315,Middle income,,,,85,47,98,77,40,92,77,38,88,,,,77,40,92,,,,59,78,96,,,,,10
LBN,Lebanon,MENA,EMR,0,57546,56781,Middle income,,,,83,51,98,74,43,92,74,44,88,74,43,92,74,43,92,,,,53,63,96,,,,,10
LBN,Lebanon,MENA,EMR,0,55988,55293,Middle income,,,,83,58,,75,50,,75,56,,75,,,74,50,,,,,58,68,,,,,,10
LBN,Lebanon,MENA,EMR,0,54705,54067,Middle income,,,,83,68,56,77,57,47,77,57,47,77,57,47,74,58,48,,,,63,65,54,,,,,8
LBN,Lebanon,MENA,EMR,0,53943,53353,Middle income,,,,83,70,57,78,56,46,78,67,54,78,56,46,75,56,46,,,,69,,26,,,,,6
LBN,Lebanon,MENA,EMR,0,53833,53278,Middle income,,,,83,72,56,79,64,48,80,64,48,79,64,48,75,64,48,,,,74,68,55,,,,,4
LBN,Lebanon,MENA,EMR,0,54415,53882,Middle income,,,,84,73,99,81,69,93,81,69,93,81,69,93,75,65,94,,,,79,67,89,,,,,4
LBN,Lebanon,MENA,EMR,0,55650,55130,Middle income,,,,84,121,96,81,115,93,82,115,93,81,115,93,76,115,93,,,,79,115,93,,,,,4
LBN,Lebanon,MENA,EMR,0,57423,56908,Middle income,,,,84,120,98,81,115,94,82,115,94,81,115,94,76,115,94,,,,80,117,95,,,,,4
LBN,Lebanon,MENA,EMR,0,59547,59031,Middle income,,,,84,111,98,82,108,95,83,108,95,82,108,95,77,109,96,,,,80,111,98,,,,,2
LBN,Lebanon,MENA,EMR,0,61744,61226,Middle income,,,,84,106,99,82,103,95,84,103,95,82,103,95,77,103,96,,,,80,105,98,,,,,2
LBR,Liberia,WCARO,AFR,1,93437,78722,Low income,0,,,0,,,0,,,,,,,,,0,,,,,,0,,,,,,,0
LBR,Liberia,WCARO,AFR,1,95863,80910,Low income,0,,,0,,,0,,,,,,,,,0,,,,,,0,,,,,,,0
LBR,Liberia,WCARO,AFR,1,97955,82768,Low income,0,,,0,,,0,,,,,,,,,0,,,,,,0,,,,,,,0
LBR,Liberia,WCARO,AFR,1,99613,84205,Low income,0,,,0,,,0,,,,,,,,,0,,,,,,0,,,,,,,0
LBR,Liberia,WCARO,AFR,1,100768,85167,Low income,0,,,0,,,0,,,,,,,,,0,,,,,,0,,,,,,,0
LBR,Liberia,WCARO,AFR,1,101279,85543,Low income,0,,,0,,,0,,,,,,,,,0,,,,,,0,,,,,,,0
LBR,Liberia,WCARO,AFR,1,101020,85236,Low income,0,,,0,,,0,,,,,,,,,0,,,,,,0,,,,,,,0
LBR,Liberia,WCARO,AFR,1,100074,84342,Low income,0,,,0,,,0,,,,,,,,,0,,,,,,0,,,,,,,0
LBR,Liberia,WCARO,AFR,1,98628,83042,Low income,0,,,0,,,0,,,,,,,,,0,,,,,,0,,,,,,,0
LBR,Liberia,WCARO,AFR,1,96903,81549,Low income,0,,,0,,,0,,,,,,,,,0,,,,,,0,,,,,,,0
LBR,Liberia,WCARO,AFR,1,95250,80179,Low income,0,,,0,,,0,,,,,,,,,0,,,,,,0,,,,,,,0
LBR,Liberia,WCARO,AFR,1,94055,79274,Low income,0,,,0,,,0,,,,,,,,,0,,,,,,0,,,,,,,0
LBR,Liberia,WCARO,AFR,1,93605,79080,Low income,0,,,0,,,0,,,,,,,,,0,,,,,,0,,,,,,,0
LBR,Liberia,WCARO,AFR,1,94096,79768,Low income,0,,,0,,,0,,,,,,,,,0,,,,,,0,,,,,,,0
LBR,Liberia,WCARO,AFR,1,95612,81417,Low income,0,,,0,,,0,,,,,,,,,0,,,,,,0,,,,,,,0
LBR,Liberia,WCARO,AFR,1,98155,84044,Low income,0,,,0,,,0,,,,,,,,,0,,,,,,0,,,,,,,0
LBR,Liberia,WCARO,AFR,1,101609,87557,Low income,0,,,0,,,0,,,,,,,,,0,,,,,,0,,,,,,,0
LBR,Liberia,WCARO,AFR,1,105649,91679,Low income,0,,,0,,,0,,,,,,,,,0,,,,,,0,,,,,,,0
LBR,Liberia,WCARO,AFR,1,109953,96115,Low income,0,,,0,,,0,,,,,,,,,0,,,,,,0,,,,,,,0
LBR,Liberia,WCARO,AFR,1,114316,100677,Low income,82,43,45,84,,,50,28,23,,,,,,,58,30,25,,,,69,42,35,,,,,40
LBR,Liberia,WCARO,AFR,1,118529,105163,Low income,78,44,63,80,,,46,77,48,,,,,,,56,83,52,,,,63,19,52,,,,,42
LBR,Liberia,WCARO,AFR,1,122432,109419,Low income,73,77,105,76,121,79,42,94,62,,,,,,,54,93,61,,,,58,119,78,,,56,35,44
LBR,Liberia,WCARO,AFR,1,125998,113405,Low income,69,67,85,73,87,67,39,72,51,,,,,,,51,70,50,,,,52,70,57,,,39,18,46
LBR,Liberia,WCARO,AFR,1,129220,117098,Low income,64,43,38,69,41,49,35,32,38,,,,,,,49,29,39,,,,47,39,53,,,28,7,50
LBR,Liberia,WCARO,AFR,1,132072,120448,Low income,60,60,61,65,47,48,31,30,31,,,,,,,47,32,33,,,,41,41,42,,,34,13,52
LBR,Liberia,WCARO,AFR,1,134592,123460,Low income,76,82,100,75,98,92,60,93,87,,,,,,,66,82,77,,,,62,100,94,,,58,89,20
LBR,Liberia,WCARO,AFR,1,136869,126190,Low income,77,89,120,75,117,100,60,103,88,,,,,,,66,102,87,,,,63,110,94,,,57,88,20
LBR,Liberia,WCARO,AFR,1,139038,128754,Low income,77,86,117,80,124,105,65,104,88,,,,,,,67,99,84,,,,71,112,95,,,64,88,18
LBR,Liberia,WCARO,AFR,1,141204,131248,Low income,85,92,127,85,126,106,75,110,92,64,110,92,64,110,92,79,110,92,,,,76,113,95,,,74,93,12
LBR,Liberia,WCARO,AFR,1,143404,133708,Low income,87,92,115,90,112,100,81,99,92,64,99,93,64,99,93,84,105,92,,,,83,102,95,,,83,95,10
LBR,Liberia,WCARO,AFR,1,145635,136137,Low income,73,76,95,80,91,85,70,81,75,47,81,75,47,81,75,71,80,75,,,,65,77,72,,,64,71,12
LBR,Liberia,WCARO,AFR,1,147855,138510,Low income,85,85,98,86,92,86,77,83,77,77,83,77,77,83,77,77,82,77,,,,71,76,71,,,70,70,10
LBR,Liberia,WCARO,AFR,1,150000,140786,Low income,85,85,107,86,110,102,77,100,93,77,100,93,77,100,93,77,100,93,,,,80,86,80,,,78,78,10
LBY,Libya,MENA,EMR,0,128797,121321,Middle income,88,,,82,,,60,,,,,,,,,60,,,,,,61,,,,,,,26
LBY,Libya,MENA,EMR,0,130492,123313,Middle income,78,,,86,,,67,,,,,,,,,67,,,,,,66,,,,,,,22
LBY,Libya,MENA,EMR,0,131461,124591,Middle income,89,,,89,,,72,,,,,,,,,72,,,,,,65,,,,,,,20
LBY,Libya,MENA,EMR,0,131707,125152,Middle income,84,,,92,,,79,,,,,,,,,79,,,,,,71,,,,,,,14
LBY,Libya,MENA,EMR,0,131269,125031,Middle income,85,,,93,,,81,,,,,,,,,81,,,,,,76,,,,,,,12
LBY,Libya,MENA,EMR,0,130253,124329,Middle income,87,,,93,,,81,,,,,,,,,81,,,,,,75,,,,,,,12
LBY,Libya,MENA,EMR,0,128815,123202,Middle income,92,,,94,,,82,,,,,,,,,82,,,,,,78,,,,,,,12
LBY,Libya,MENA,EMR,0,127163,121848,Middle income,95,,,94,,,82,,,,,,,,,82,,,,,,75,,,,,,,12
LBY,Libya,MENA,EMR,0,125478,120447,Middle income,92,,,94,,,84,,,,,,,,,84,,,,,,76,,,,,,,10
LBY,Libya,MENA,EMR,0,123865,119106,Middle income,90,,,95,,,87,,,,,,,,,87,,,,,,79,,,,,,,8
LBY,Libya,MENA,EMR,0,122337,117836,Middle income,90,,,94,,,84,,,,,,,,,84,,,,,,89,,,,,,,10
LBY,Libya,MENA,EMR,0,120823,116571,Middle income,95,,,95,,,87,,,,,,,,,87,,,,,,87,,,,,,,8
LBY,Libya,MENA,EMR,0,119249,115237,Middle income,99,,,96,,,90,,,88,,,,,,90,,,,,,88,,,,,,,6
LBY,Libya,MENA,EMR,0,117615,113832,Middle income,99,,,98,,,96,,,91,,,,,,96,,,,,,91,,,,,,,2
LBY,Libya,MENA,EMR,0,116018,112452,Middle income,99,,,98,,,95,,,92,,,,,,95,,,,,,92,,,,,,,4
LBY,Libya,MENA,EMR,0,114642,111274,Middle income,99,,,98,,,95,,,92,,,,,,95,,,,,,92,,,,,,,4
LBY,Libya,MENA,EMR,0,113702,110510,Middle income,97,,,98,,,96,,,93,,,,,,96,,,,,,93,,,,,,,2
LBY,Libya,MENA,EMR,0,113341,110302,Middle income,97,97,,98,,,96,,96,91,,91,,,,96,,96,,,,91,,91,,,,,2
LBY,Libya,MENA,EMR,0,113632,110723,Middle income,97,97,,98,,,95,,95,92,,92,,,,95,,95,,,,92,,92,,,,,4
LBY,Libya,MENA,EMR,0,114575,111777,Middle income,97,97,,97,,,94,,94,92,,92,,,,94,,94,,,,92,,92,,,,,4
LBY,Libya,MENA,EMR,0,116135,113429,Middle income,98,,,97,,,94,,,92,,92,,,,94,,,,,,93,,,,,,,4
LBY,Libya,MENA,EMR,0,118217,115588,Middle income,99,99,82,96,80,96,94,72,94,93,71,93,,,,94,72,94,,,,93,77,93,,,,,2
LBY,Libya,MENA,EMR,0,120604,118044,Middle income,99,99,82,97,79,97,93,76,93,91,74,91,,,,93,76,93,,,,91,,91,,,,,4
LBY,Libya,MENA,EMR,0,123067,120571,Middle income,99,,,99,,,95,,,96,,,,,,95,,,,,,96,,,,,,,4
LBY,Libya,MENA,EMR,0,125435,123001,Middle income,99,100,110,99,113,100,97,106,97,99,117,100,,,,97,109,97,,,,99,113,100,,,,,2
LBY,Libya,MENA,EMR,0,127537,125168,Middle income,99,100,115,98,115,98,98,108,98,97,107,97,,,,98,108,98,,,,97,107,97,,,,,0
LBY,Libya,MENA,EMR,0,129245,126943,Middle income,99,100,113,98,112,98,98,111,98,98,107,98,,,,98,108,98,,,,98,107,98,,,,,0
LBY,Libya,MENA,EMR,0,130529,128298,Middle income,99,100,115,98,113,98,98,93,98,98,110,98,56,54,,98,93,98,,,,98,107,98,,,,,0
LBY,Libya,MENA,EMR,0,131365,129209,Middle income,99,100,125,98,124,98,98,122,98,98,122,98,98,122,98,98,122,98,,,,98,118,98,,,,,0
LBY,Libya,MENA,EMR,0,131714,129636,Middle income,99,100,148,98,146,98,98,144,98,98,144,98,98,144,98,98,144,98,,,,98,143,98,,,,,0
LBY,Libya,MENA,EMR,0,131561,129565,Middle income,99,,,98,,,98,,,98,,,98,,,98,,,,,,98,,,,,,,0
LBY,Libya,MENA,EMR,0,130928,129018,Middle income,99,,,99,,,98,,,98,,,98,,,98,,,,,,98,,,,,,,2
LBY,Libya,MENA,EMR,0,129910,128087,Middle income,99,100,151,99,148,99,98,146,98,98,146,98,98,146,98,98,146,98,,,,98,145,98,,,,,2
LCA,Saint Lucia,TACRO,AMR,0,4194,4078,Middle income,27,,,79,,,56,,,,,,,,,58,,,,,,0,,,,,,,30
LCA,Saint Lucia,TACRO,AMR,0,4161,4053,Middle income,44,,,84,,,64,,,,,,,,,65,,,,,,0,,,,,,,24
LCA,Saint Lucia,TACRO,AMR,0,4125,4024,Middle income,60,,,92,,,79,,,,,,,,,81,,,,,,43,,,,,,,14
LCA,Saint Lucia,TACRO,AMR,0,4092,3997,Middle income,69,,,93,,,81,,,,,,,,,80,,,,,,36,,,,,,,12
LCA,Saint Lucia,TACRO,AMR,0,4065,3975,Middle income,80,,,94,,,83,,,,,,,,,84,,,,,,60,,,,,,,12
LCA,Saint Lucia,TACRO,AMR,0,4043,3956,Middle income,99,,,95,,,87,,,,,,,,,44,,,,,,68,,,,,,,8
LCA,Saint Lucia,TACRO,AMR,0,4023,3940,Middle income,73,,,92,,,78,,,,,,,,,88,,,,,,91,,,,,,,16
LCA,Saint Lucia,TACRO,AMR,0,4001,3920,Middle income,89,,,95,,,85,,,,,,,,,86,,,,,,81,,,,,,,10
LCA,Saint Lucia,TACRO,AMR,0,3972,3894,Middle income,85,,,92,,,78,,,,,,,,,87,,,,,,83,,,,,,,16
LCA,Saint Lucia,TACRO,AMR,0,3934,3858,Middle income,99,,,97,,,92,,,,,,,,,93,,,,,,91,,,,,,,6
LCA,Saint Lucia,TACRO,AMR,0,3887,3814,Middle income,94,,,96,,,89,,,,,,,,,90,,,,,,82,,,,,,,8
LCA,Saint Lucia,TACRO,AMR,0,3828,3758,Middle income,95,,,98,,,96,,,,,,,,,95,,,,,,97,,,,,,,2
LCA,Saint Lucia,TACRO,AMR,0,3760,3694,Middle income,99,,,98,,,96,,,,,,,,,96,,,,,,75,,,,,,,2
LCA,Saint Lucia,TACRO,AMR,0,3685,3622,Middle income,95,,,98,,,97,,,,,,,,,97,,,,,,94,,,,,,,2
LCA,Saint Lucia,TACRO,AMR,0,3604,3544,Middle income,99,,,97,,,93,,,,,,,,,93,,,,,,92,,,,,,,4
LCA,Saint Lucia,TACRO,AMR,0,3518,3460,Middle income,98,,,98,,,98,,,,,,,,,98,,,,,,94,,,,,,,0
LCA,Saint Lucia,TACRO,AMR,0,3426,3372,Middle income,89,,,96,,,88,,,,,,,,,88,,,,,,95,,,,,,,8
LCA,Saint Lucia,TACRO,AMR,0,3331,3279,Middle income,99,100,,98,,,98,,98,,,,,,,98,,98,,,,95,,95,,,,,0
LCA,Saint Lucia,TACRO,AMR,0,3236,3186,Middle income,85,85,,91,,,88,,88,,,,,,,88,,88,,,,90,,90,,,,,4
LCA,Saint Lucia,TACRO,AMR,0,3144,3096,Middle income,99,99,,96,,,89,,89,,,,,,,89,,89,,,,95,,95,,,,,8
LCA,Saint Lucia,TACRO,AMR,0,3061,3015,Middle income,91,91,89,76,76,76,70,70,70,,,,,,,70,70,70,,,,88,,88,,,,,8
LCA,Saint Lucia,TACRO,AMR,0,2994,2950,Middle income,99,110,102,99,101,107,99,98,104,,,,,,,99,99,105,,,,89,85,89,,,,,0
LCA,Saint Lucia,TACRO,AMR,0,2945,2903,Middle income,95,95,,99,,,74,,74,14,,14,14,,14,90,,90,,,,98,,98,,,,,26
LCA,Saint Lucia,TACRO,AMR,0,2914,2874,Middle income,95,95,82,90,82,90,90,76,90,84,73,84,84,73,84,91,77,91,,,,90,83,90,,,,,0
LCA,Saint Lucia,TACRO,AMR,0,2900,2861,Middle income,99,100,,99,,100,91,,91,91,,91,91,,91,91,,91,,,,95,,95,,,,,8
LCA,Saint Lucia,TACRO,AMR,0,2900,2862,Middle income,97,,87,99,88,103,95,81,95,95,81,95,95,81,95,95,81,95,,,,94,80,94,,,,,4
LCA,Saint Lucia,TACRO,AMR,0,2905,2869,Middle income,94,94,70,94,71,94,85,64,85,85,64,85,85,64,85,85,64,85,,,,94,71,94,,,,,10
LCA,Saint Lucia,TACRO,AMR,0,2911,2876,Middle income,99,100,74,99,,100,99,74,100,99,74,100,99,74,100,99,74,100,,,,94,70,94,,,,,0
LCA,Saint Lucia,TACRO,AMR,0,2910,2876,Middle income,99,100,74,99,74,99,96,72,96,96,72,96,96,72,96,96,72,96,,,,99,75,100,,,,,4
LCA,Saint Lucia,TACRO,AMR,0,2901,2868,Middle income,97,97,75,99,77,99,95,74,95,95,74,95,95,74,95,95,74,95,,,,99,76,101,,,,,4
LCA,Saint Lucia,TACRO,AMR,0,2883,2852,Middle income,97,97,73,98,75,98,97,74,97,97,74,97,97,74,97,97,74,97,,,,95,75,95,,,,,2
LCA,Saint Lucia,TACRO,AMR,0,2859,2828,Middle income,99,108,70,99,66,101,99,66,99,99,66,99,99,66,99,99,66,99,,,,91,69,91,,,,,0
LCA,Saint Lucia,TACRO,AMR,0,2833,2803,Middle income,99,107,75,99,71,101,98,69,98,98,69,98,98,69,98,98,69,98,,,,99,68,103,,,,,2
LKA,Sri Lanka,ROSA,SEAR,1,405212,392157,Middle income,61,,,71,,,46,,,,,,,,,46,,,,,,0,,,,,,,36
LKA,Sri Lanka,ROSA,SEAR,1,404708,392185,Middle income,58,,,70,,,45,,,,,,,,,45,,,,,,0,,,,,,,36
LKA,Sri Lanka,ROSA,SEAR,1,402271,390304,Middle income,65,,,80,,,57,,,,,,,,,56,,,,,,0,,,,,,,28
LKA,Sri Lanka,ROSA,SEAR,1,398095,386701,Middle income,64,,,84,,,64,,,,,,,,,64,,,,,,0,,,,,,,24
LKA,Sri Lanka,ROSA,SEAR,1,392430,381616,Middle income,67,,,86,,,66,,,,,,,,,65,,,,,,3,,,,,,,24
LKA,Sri Lanka,ROSA,SEAR,1,385752,375513,Middle income,71,,,88,,,70,,,,,,,,,71,,,,,,20,,,,,,,20
LKA,Sri Lanka,ROSA,SEAR,1,378679,368995,Middle income,79,,,91,,,75,,,,,,,,,75,,,,,,45,,,,,,,18
LKA,Sri Lanka,ROSA,SEAR,1,371853,362690,Middle income,76,,,91,,,77,,,,,,,,,79,,,,,,60,,,,,,,16
LKA,Sri Lanka,ROSA,SEAR,1,365798,357113,Middle income,81,,,94,,,83,,,,,,,,,85,,,,,,68,,,,,,,12
LKA,Sri Lanka,ROSA,SEAR,1,360801,352549,Middle income,90,,,95,,,87,,,,,,,,,88,,,,,,76,,,,,,,8
LKA,Sri Lanka,ROSA,SEAR,1,356907,349050,Middle income,84,,,95,,,86,,,,,,,,,86,,,,,,80,,,,,,,10
LKA,Sri Lanka,ROSA,SEAR,1,353918,346424,Middle income,88,,,95,,,86,,,,,,,,,86,,,,,,79,,,,,,,10
LKA,Sri Lanka,ROSA,SEAR,1,351436,344283,Middle income,87,,,96,,,88,,,,,,,,,88,,,,,,82,,,,,,,8
LKA,Sri Lanka,ROSA,SEAR,1,349196,342368,Middle income,88,,,96,,,90,,,,,,,,,90,,,,,,86,,,,,,,6
LKA,Sri Lanka,ROSA,SEAR,1,347209,340693,Middle income,86,,,96,,,88,,,,,,,,,89,,,,,,84,,,,,,,8
LKA,Sri Lanka,ROSA,SEAR,1,345634,339410,Middle income,90,,,97,,,93,,,,,,,,,92,,,,,,87,,,,,,,4
LKA,Sri Lanka,ROSA,SEAR,1,344715,338765,Middle income,88,,,97,,,92,,,,,,,,,92,,,,,,89,,,,,,,6
LKA,Sri Lanka,ROSA,SEAR,1,344672,338970,Middle income,96,96,,98,,,97,,97,,,,,,,98,,98,,,,94,,94,,,,,2
LKA,Sri Lanka,ROSA,SEAR,1,345617,340138,Middle income,90,90,,97,,,94,,94,,,,,,,94,,94,,,,94,,94,,,,,4
LKA,Sri Lanka,ROSA,SEAR,1,347520,342243,Middle income,97,97,89,99,,,99,92,99,,,,,,,99,92,99,,,,95,88,95,,,,,0
LKA,Sri Lanka,ROSA,SEAR,1,350318,345224,Middle income,98,101,94,99,97,96,99,96,103,,,,,,,99,96,103,,,,99,93,99,,,,,0
LKA,Sri Lanka,ROSA,SEAR,1,353886,348959,Middle income,98,108,101,99,108,116,98,106,113,,,,,,,98,105,113,,,,99,98,104,,,,,2
LKA,Sri Lanka,ROSA,SEAR,1,357946,353176,Middle income,99,99,96,99,97,99,98,98,98,,,,,,,98,98,98,,,,99,,99,,,,,2
LKA,Sri Lanka,ROSA,SEAR,1,362200,357584,Middle income,99,100,91,99,95,103,99,92,100,32,30,,,,,98,92,98,,,,99,94,100,,,,,0
LKA,Sri Lanka,ROSA,SEAR,1,366412,361945,Middle income,99,99,94,98,96,98,97,94,97,62,63,,,,,97,94,97,,,,96,96,96,,,,,2
LKA,Sri Lanka,ROSA,SEAR,1,370424,366101,Middle income,99,100,93,99,95,100,99,94,100,99,85,100,,,,99,93,100,,,,99,96,99,,,,,0
LKA,Sri Lanka,ROSA,SEAR,1,374161,369975,Middle income,99,99,94,99,94,99,98,92,98,98,89,98,,,,98,92,98,,,,99,95,99,,,,,2
LKA,Sri Lanka,ROSA,SEAR,1,377568,373512,Middle income,99,99,99,99,93,99,98,93,98,98,91,98,,,,98,93,98,,,,98,98,98,,,,,2
LKA,Sri Lanka,ROSA,SEAR,1,380519,376584,Middle income,99,99,95,99,97,99,98,91,98,98,91,98,,,,98,92,98,,,,98,99,98,,,,,2
LKA,Sri Lanka,ROSA,SEAR,1,382805,378984,Middle income,99,99,93,97,88,97,97,88,97,97,87,97,,,,97,88,97,,,,97,94,97,,,,,0
LKA,Sri Lanka,ROSA,SEAR,1,384105,380395,Middle income,99,99,92,99,89,99,99,88,99,99,88,99,99,88,99,99,88,99,,,,99,91,99,,,,,0
LKA,Sri Lanka,ROSA,SEAR,1,384106,380508,Middle income,99,99,90,99,91,99,99,89,99,99,89,99,99,89,99,99,89,99,,,,99,69,99,,,,,0
LKA,Sri Lanka,ROSA,SEAR,1,382726,379244,Middle income,99,99,91,99,92,99,99,93,99,99,93,99,99,93,99,99,93,99,,,,99,89,99,,,,,0
LSO,Lesotho,ESARO,AFR,1,53649,48208,Middle income,81,,,75,,,56,,,,,,,,,56,,,,,,49,,,,,,,26
LSO,Lesotho,ESARO,AFR,1,54330,48983,Middle income,81,,,75,,,56,,,,,,,,,54,,,,,,49,,,,,,,26
LSO,Lesotho,ESARO,AFR,1,54894,49645,Middle income,84,,,79,,,61,,,,,,,,,59,,,,,,51,,,,,,,22
LSO,Lesotho,ESARO,AFR,1,55343,50192,Middle income,87,,,83,,,66,,,,,,,,,64,,,,,,53,,,,,,,20
LSO,Lesotho,ESARO,AFR,1,55682,50630,Middle income,89,,,88,,,74,,,,,,,,,72,,,,,,63,,,,,,,16
LSO,Lesotho,ESARO,AFR,1,55925,50976,Middle income,91,,,92,,,82,,,,,,,,,80,,,,,,73,,,,,,,10
LSO,Lesotho,ESARO,AFR,1,56086,51256,Middle income,88,,,91,,,81,,,,,,,,,79,,,,,,76,,,,,,,10
LSO,Lesotho,ESARO,AFR,1,56200,51506,Middle income,84,,,89,,,79,,,,,,,,,78,,,,,,78,,,,,,,12
LSO,Lesotho,ESARO,AFR,1,56299,51756,Middle income,86,,,90,,,80,,,,,,,,,79,,,,,,79,,,,,,,12
LSO,Lesotho,ESARO,AFR,1,56410,52025,Middle income,87,,,91,,,81,,,,,,,,,81,,,,,,79,,,,,,,10
LSO,Lesotho,ESARO,AFR,1,56581,52341,Middle income,89,,,91,,,82,,,,,,,,,82,,,,,,80,,,,,,,10
LSO,Lesotho,ESARO,AFR,1,56860,52726,Middle income,90,,,92,,,84,,,,,,,,,83,,,,,,81,,,,,,,8
LSO,Lesotho,ESARO,AFR,1,57247,53167,Middle income,92,,,93,,,85,,,,,,,,,84,,,,,,81,,,,,,,8
LSO,Lesotho,ESARO,AFR,1,57719,53630,Middle income,93,,,94,,,86,,,,,,,,,86,,,,,,82,,,,,,,8
LSO,Lesotho,ESARO,AFR,1,58240,54081,Middle income,95,,,94,,,87,,,,,,,,,87,,,,,,82,,,,,,,8
